epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_loss
,0.03,0,,,
0,,0,,456.9552307128906,
0,,1,,586.3875732421875,
0,,2,,339.0620422363281,
0,,3,,229.1612091064453,
0,,4,,202.92556762695312,
0,,5,,148.98399353027344,
0,,6,,177.32870483398438,
0,,7,,259.676513671875,
0,,8,,324.3156433105469,
0,,9,,135.6526641845703,
0,,10,,174.9505615234375,
0,,11,,162.41354370117188,
0,,12,,221.10923767089844,
0,,13,,152.32656860351562,
0,,14,,140.85116577148438,
0,,15,,209.56982421875,
0,,16,,90.38597869873047,
0,,17,,75.59974670410156,
0,,18,,329.2492980957031,
0,,19,,161.07212829589844,
0,,20,,329.71002197265625,
0,,21,,126.198974609375,
0,,22,,165.23788452148438,
0,,23,,246.22422790527344,
0,,24,,116.5239486694336,
0,,25,,156.8179473876953,
0,,26,,295.9025573730469,
0,,27,,328.6513366699219,
0,,28,,175.5428466796875,
0,,29,,185.35903930664062,
0,,30,,179.0438995361328,
0,,31,,109.89081573486328,
0,,32,,132.24099731445312,
0,,33,,184.47398376464844,
0,,34,,349.4073181152344,
0,,35,,221.81117248535156,
0,,36,,266.46380615234375,
0,,37,,101.49373626708984,
0,,38,,231.37046813964844,
0,,39,,198.4849090576172,
0,,40,,146.60696411132812,
0,,41,,214.1959228515625,
0,,42,,111.9495849609375,
0,,43,,158.25711059570312,
0,,44,,312.90667724609375,
0,,45,,168.7526092529297,
0,,46,,124.3044662475586,
0,,47,,144.22537231445312,
0,,48,,155.12356567382812,
0,,49,,209.97213745117188,
0,,50,,301.8290100097656,
0,,51,,86.23298645019531,
0,,52,,128.00425720214844,
0,,53,,229.25096130371094,
0,,54,,166.62425231933594,
0,,55,,128.5767364501953,
0,,56,,272.9579162597656,
0,,57,,214.84645080566406,
0,,58,,88.97711944580078,
0,,59,,76.48955535888672,
0,,60,,72.8575210571289,
0,,61,,174.00048828125,
0,,62,,157.66091918945312,
0,,63,,170.18099975585938,
0,,64,,103.19996643066406,
0,,65,,156.42715454101562,
0,,66,,164.74537658691406,
0,,67,,308.4903259277344,
0,,68,,190.73573303222656,
0,,69,,127.91050720214844,
0,,70,,134.8379364013672,
0,,71,,241.55445861816406,
0,,72,,138.85089111328125,
0,,73,,187.992919921875,
0,,74,,163.86195373535156,
0,,75,,245.95570373535156,
0,,76,,152.92494201660156,
0,,77,,170.4357452392578,
0,,78,,98.1119384765625,
0,,79,,139.34494018554688,
0,,80,,255.14794921875,
0,,81,,167.22715759277344,
0,,82,,171.1481475830078,
0,,83,,210.66122436523438,
0,,84,,119.05109405517578,
0,,85,,209.1388397216797,
0,,86,,209.30789184570312,
0,,87,,100.68708801269531,
0,,88,,218.46641540527344,
0,,89,,134.73777770996094,
0,,90,,244.6959686279297,
0,,91,,236.14859008789062,
0,,92,,103.0804443359375,
0,,93,,135.3915557861328,
0,,94,,265.15985107421875,
0,,95,,114.74983978271484,
0,,96,,265.220947265625,
0,,97,,141.62062072753906,
0,,98,,293.821044921875,
0,,99,,281.29229736328125,
0,,100,,333.51861572265625,
0,,101,,100.68989562988281,
0,,102,,191.26576232910156,
0,,103,,147.7889404296875,
0,,104,,148.4967041015625,
0,,105,,229.16610717773438,
0,,106,,138.80300903320312,
0,,107,,96.79435729980469,
0,,108,,136.41641235351562,
0,,109,,181.0701904296875,
0,,110,,146.16531372070312,
0,,111,,122.1355209350586,
0,,112,,71.6153564453125,
0,,113,,186.51535034179688,
0,,114,,273.54339599609375,
0,,115,,151.11672973632812,
0,,116,,222.00953674316406,
0,,117,,263.81982421875,
0,,118,,293.7872619628906,
0,,119,,119.7203598022461,
0,,120,,191.6133575439453,
0,,121,,408.8341369628906,
0,,122,,143.21092224121094,
0,,123,,103.43426513671875,
0,,124,,133.00062561035156,
0,,125,,158.7785186767578,
0,,126,,141.08909606933594,
0,,127,,127.72515106201172,
0,,128,,210.64637756347656,
0,,129,,163.50216674804688,
0,,130,,167.6101531982422,
0,,131,,108.2597885131836,
0,,132,,256.34979248046875,
0,,133,,153.86672973632812,
0,,134,,123.4846420288086,
0,,135,,132.25772094726562,
0,,136,,141.92579650878906,
0,,137,,90.85870361328125,
0,,138,,117.51129913330078,
0,,139,,97.04109191894531,
0,,140,,106.34989929199219,
0,,141,,177.898193359375,
0,,142,,199.74461364746094,
0,,143,,112.59246826171875,
0,,144,,236.66323852539062,
0,,145,,103.32185363769531,
0,,146,,140.6584930419922,
0,,147,,165.9438018798828,
0,,148,,160.1681365966797,
0,,149,,222.9641876220703,
0,,150,,133.09268188476562,
0,,151,,106.57672882080078,
0,,152,,137.92530822753906,
0,,153,,192.87966918945312,
0,,154,,131.74288940429688,
0,,155,,184.58555603027344,
0,,156,,122.91167449951172,
0,,157,,163.20716857910156,
0,,158,,114.9922866821289,
0,,159,,145.75901794433594,
0,,160,,167.45889282226562,
0,,161,,116.511962890625,
0,,162,,185.9766387939453,
0,,163,,122.7402114868164,
0,,164,,167.8888702392578,
0,,165,,83.21967315673828,
0,,166,,233.01329040527344,
0,,167,,182.25270080566406,
0,,168,,181.18905639648438,
0,,169,,128.96044921875,
0,,170,,224.94203186035156,
0,,171,,229.84425354003906,
0,,172,,144.75682067871094,
0,,173,,194.7368621826172,
0,,174,,147.43484497070312,
0,,175,,124.0684814453125,
0,,176,,181.01719665527344,
0,,177,,192.4619598388672,
0,,178,,192.2884979248047,
0,,179,,92.93882751464844,
0,,180,,132.50172424316406,
0,,181,,238.1107635498047,
0,,182,,259.2714538574219,
0,,183,,175.49795532226562,
0,,184,,270.1012878417969,
0,,185,,169.5984649658203,
0,,186,,178.96945190429688,
0,,187,,154.39039611816406,
0,,188,,181.1444854736328,
0,,189,,168.96243286132812,
0,,190,,247.74375915527344,
0,,191,,178.42185974121094,
0,,192,,138.8018341064453,
0,,193,,227.93594360351562,
0,,194,,141.874267578125,
0,,195,,146.89462280273438,
0,,196,,167.48179626464844,
0,,197,,365.24420166015625,
0,,198,,318.6356506347656,
0,,199,,207.27059936523438,
0,,200,,212.6994171142578,
0,,201,,171.3410186767578,
0,,202,,133.79556274414062,
0,,203,,141.74378967285156,
0,,204,,172.64437866210938,
0,,205,,205.52859497070312,
0,,206,,190.26119995117188,
0,,207,,154.06784057617188,
0,,208,,182.1814727783203,
0,,209,,127.28507995605469,
0,,210,,168.5614471435547,
0,,211,,202.72459411621094,
0,,212,,135.85816955566406,
0,,213,,223.82211303710938,
0,,214,,259.9969787597656,
0,,215,,133.3996124267578,
0,,216,,172.98403930664062,
0,,217,,122.61275482177734,
0,,218,,185.9773712158203,
0,,219,,231.8001251220703,
0,,220,,170.76828002929688,
0,,221,,207.56092834472656,
0,,222,,165.968505859375,
0,,223,,165.8826141357422,
0,,224,,129.75091552734375,
0,,225,,275.9061584472656,
0,,226,,122.56379699707031,
0,,227,,254.06948852539062,
0,,228,,257.11602783203125,
0,,229,,129.6962890625,
0,,230,,136.31307983398438,
0,,231,,223.54847717285156,
0,,232,,184.04153442382812,
0,,233,,182.84544372558594,
0,,234,,190.508056640625,
0,,235,,231.58985900878906,
0,,236,,303.4396057128906,
0,,237,,202.55628967285156,
0,,238,,207.10145568847656,
0,,239,,190.1497039794922,
0,,240,,298.40155029296875,
0,,241,,106.16223907470703,
0,,242,,135.5806884765625,
0,,243,,155.98153686523438,
0,,244,,215.4991455078125,
0,,245,,162.46119689941406,
0,,246,,111.13028717041016,
0,,247,,115.41854095458984,
0,,248,,316.0324401855469,
0,,249,,137.10227966308594,
0,,250,,144.1660614013672,
0,,251,,157.85984802246094,
0,,252,,151.3618621826172,
0,,253,,138.6607208251953,
0,,254,,129.9641571044922,
0,,255,,229.98049926757812,
0,,256,,200.5473175048828,
0,,257,,139.99765014648438,
0,,258,,115.00896453857422,
0,,259,,107.61896514892578,
